stimulus_presentations_id,stimulus_block,stimulus_block_name,image_index,image_name,movie_frame_index,duration,start_time,end_time,start_frame,end_frame,is_change,is_image_novel,omitted,movie_repeat,flashes_since_change,trials_id,is_sham_change,active,stimulus_name
104,1,change_detection_behavior,6,im085,-99,0.25003000000003794,384.0508378311111,384.30086783111113,22618,22633,False,False,False,-99,33,16,False,True,Natural_Images_Lum_Matched_set_training_2017
105,1,change_detection_behavior,6,im085,-99,0.2502099999999814,384.8012778311111,385.0514878311111,22663,22678,False,False,False,-99,34,16,False,True,Natural_Images_Lum_Matched_set_training_2017
106,1,change_detection_behavior,6,im085,-99,0.2502099999999814,385.5518678311111,385.8020778311111,22708,22723,False,False,False,-99,35,16,False,True,Natural_Images_Lum_Matched_set_training_2017
107,1,change_detection_behavior,6,im085,-99,0.2501800000000003,386.30250783111114,386.55268783111114,22753,22768,False,False,False,-99,36,17,False,True,Natural_Images_Lum_Matched_set_training_2017
108,1,change_detection_behavior,6,im085,-99,0.25024000000001934,387.0530878311111,387.3033278311111,22798,22813,False,False,False,-99,37,17,False,True,Natural_Images_Lum_Matched_set_training_2017
109,1,change_detection_behavior,6,im085,-99,0.2503199999999879,387.8037078311111,388.0540278311111,22843,22858,False,False,False,-99,38,17,False,True,Natural_Images_Lum_Matched_set_training_2017
110,1,change_detection_behavior,6,im085,-99,0.2502099999999814,388.5543178311111,388.8045278311111,22888,22903,False,False,False,-99,39,17,False,True,Natural_Images_Lum_Matched_set_training_2017
111,1,change_detection_behavior,6,im085,-99,0.25031000000001313,389.3049278311111,389.5552378311111,22933,22948,False,False,False,-99,40,17,False,True,Natural_Images_Lum_Matched_set_training_2017
112,1,change_detection_behavior,6,im085,-99,0.2501800000000003,390.05572783111114,390.30590783111114,22978,22993,False,False,False,-99,41,17,False,True,Natural_Images_Lum_Matched_set_training_2017
113,1,change_detection_behavior,6,im085,-99,0.25029999999998154,390.8061878311111,391.0564878311111,23023,23038,False,False,False,-99,42,18,False,True,Natural_Images_Lum_Matched_set_training_2017
114,1,change_detection_behavior,6,im085,-99,0.25035000000002583,391.5567778311111,391.80712783111113,23068,23083,False,False,False,-99,43,18,False,True,Natural_Images_Lum_Matched_set_training_2017
115,1,change_detection_behavior,6,im085,-99,0.2502399999999625,392.30734783111114,392.5575878311111,23113,23128,False,False,False,-99,44,18,False,True,Natural_Images_Lum_Matched_set_training_2017
116,1,change_detection_behavior,6,im085,-99,0.2500599999999622,393.05815783111115,393.3082178311111,23158,23173,False,False,False,-99,45,18,False,True,Natural_Images_Lum_Matched_set_training_2017
117,1,change_detection_behavior,6,im085,-99,0.25020000000000664,393.8086078311111,394.0588078311111,23203,23218,False,False,False,-99,46,18,False,True,Natural_Images_Lum_Matched_set_training_2017
118,1,change_detection_behavior,6,im085,-99,0.25021000000003824,394.5592378311111,394.80944783111113,23248,23263,False,False,False,-99,47,18,False,True,Natural_Images_Lum_Matched_set_training_2017
119,1,change_detection_behavior,6,im085,-99,0.2502900000000068,395.3098778311111,395.56016783111113,23292,23307,False,False,False,-99,48,19,False,True,Natural_Images_Lum_Matched_set_training_2017
120,1,change_detection_behavior,6,im085,-99,0.25022999999998774,396.06043783111113,396.3106678311111,23337,23352,False,False,False,-99,49,19,False,True,Natural_Images_Lum_Matched_set_training_2017
121,1,change_detection_behavior,6,im085,-99,0.2501800000000003,396.81106783111113,397.06124783111113,23382,23397,False,False,False,-99,50,19,False,True,Natural_Images_Lum_Matched_set_training_2017
122,1,change_detection_behavior,6,im085,-99,0.2501800000000003,397.5616878311111,397.8118678311111,23427,23442,False,False,False,-99,51,19,False,True,Natural_Images_Lum_Matched_set_training_2017
123,1,change_detection_behavior,6,im085,-99,0.2504100000000449,398.3122978311111,398.56270783111114,23472,23487,False,False,False,-99,52,19,False,True,Natural_Images_Lum_Matched_set_training_2017
